original,simplification1,simplification2,question,options,answer,orig_id,simp_pair_id
"Der Schultag der Kinder beginnt damit, dass sie sich alle die Hände waschen und desinfizieren.",So fängt der Tag der Kinder an. Sie waschen sich die Hände und desinfizieren sie.,"In Schulen beginnt der Tag damit, dass die Schüler ihre Hände desinfizieren.",4.9089054161,4.3730974954,LeoLM Mistral 7B,uid_apa_2987,r1_pid_apa80560
"Zahlreiche Wörter, Unwörter, Jugendwörter, Sprüche und Unsprüche der vergangenen Jahre haben Eingang in den allgemeinen österreichischen Sprachgebrauch gefunden.",Zahlreiche Wörter und Redewendungen sind aus den vergangenen Jahren im allgemeinen österreichischen Sprachgebrauch angekommen.,"Zahlreiche Wörter, Sprüche und Redewendungen der vergangenen Jahre sind sehr beliebt geworden.",2.4281459728,2.7589582724,LeoLM Mistral 7B,uid_lhapa_9121,r1_pid_lhapa146324
In Venedig rammte ein großes Kreuzfahrt-Schiff ein kleines Schiff.,In Venedig sind ein großes Schiff und ein kleines Schiff zusammen gekracht.,Ein großes Kreuzfahrtschiff ist in Venedig mit einem kleinen Schiff zusammengestoßen.,2.6418630629,2.0047554727,LeoLM Mistral 7B,uid_apa_4299,r1_pid_apa87693
"Als das Ringelspiel anfing, sich zu drehen, passierte das Unglück.","Als das Spiel anfing, zu drehen, passierte das Unglück.",Dann fing das Spiel an zu drehen. In diesem Moment passierte das Unglück.,2.1640449608,2.8722926061,Llama8B,uid_apa_3439,r1_pid_apa163602
"Weiters musste ein Pkw gesichert werden, der in den Thalbach zu stürzen drohte.","Außerdem mussten Rettungskräfte einen Pkw sichern, der in den Thalbach zu stürzen drohte.","Weiters musste ein Auto gesichert werden, das in den Fluss zu stürzen drohte.",1.9604058164,2.3625781358,Disco Llama8B,uid_lhapa_4174,r1_pid_lhapa33729
"Als die Maschine mehrmals auf dem Rollfeld aufprallte, platzte nach ersten Ermittlungen auch der voll befüllte Tank.","Als das Flugzeug mehrmals auf dem Rollfeld aufprallte, platzte auch der Tank. Der Tank war nämlich voll mit Benzin.","Die Maschine stürzte auf dem Rollfeld ab. Als sie mehrmals auf dem Boden aufprallte, platzte auch der Tank, in dem der Treibstoff war.",2.2215214979,2.0744382091,Disco Llama8B,uid_lhapa_9717,r1_pid_lhapa68449
"Die besten Länder (Island, Finnland, Estland) kommen auf Werte um die 15 Prozent.",Die besten Länder kommen auf Werte um die 15 Prozent.,Die besten Länder haben einen Wert von 15 Prozent.,2.7341993002,4.1481897461,Disco Llama8B,uid_lhapa_3383,r1_pid_lhapa28108
Ebenfalls Probleme machen die selbstständige Strukturierung des Lernens sowie die Zeiteinteilung.,"Ebenfalls ist es schwer, dass man das Lernen selbstständig machen muss. Außerdem muss man Zeitplan machen. Das ist auch sehr schwer.",Es gibt aber auch Schwierigkeiten. Zum Beispiel muss man sich selbstständig strukturieren und die Zeit einplanen.,3.2995947803,3.0692674795,Llama8B,uid_lhapa_1943,r1_pid_lhapa180746
Die österreichischen Gärtner haben wieder das Gemüse des Jahres gewählt.,In Österreich wird das Gemüse des Jahres gewählt. Das Gemüse des Jahres wird von den Gärtner gewählt.,Die Gärtner haben wieder das Gemüse des Jahres gewählt.,2.8907845675,2.7174121243,Disco Llama8B,uid_apa_852,r1_pid_apa11082
"Mehr als die Hälfte der Nicht-Verwender könne sich vorstellen, in Zukunft CBD zu verwenden.","Mehr als die Hälfte von den Menschen, die CBD nicht verwenden, kann sich vorstellen, dass sie CBD verwenden.","Mehr als die Hälfte der Menschen, die noch kein CBD verwenden, kann sich vorstellen, in Zukunft CBD zu verwenden.",2.8507731478,2.4741846708,Disco Llama8B,uid_lhapa_3547,r1_pid_lhapa29234
In den westlichen Industriestaaten - insgesamt in Ländern mit hohem BIP - stagniert der Alkoholkonsum oder ist gesunken.,In westlichen Ländern mit hohem BIP wird weniger Alkohol getrunken.,In den Industriestaaten westlich von Europa ist der Alkoholkonsum gesunken.,2.6181091608,2.9125468882,Llama8B,uid_lhapa_1098,r1_pid_lhapa174606
Die Aktivistin habe Right Livelihood ihre Idee von der Stiftung bereits Ende 2019 vorgestellt.,Sie hatte die Idee schon im Jahr 2019. Damals hatte sie sie der Stiftung Right Livelihood vorgestellt.,Die Aktivistin hat die Idee von der Stiftung bereits Ende 2019 vorgestellt.,2.4638079022,2.2320855383,Llama8B,uid_lhapa_8322,r1_pid_lhapa227761
"Unter den NS-Kriegsverbrechern habe es eine überproportional große Anzahl an Österreichern geben, betonte der Vizekanzler.","Es gab unter den NS-Kriegs-Verbrechern eine überproportionale Anzahl an Österreichern, sagte Kogler.","Es gab sehr viele Österreicher unter den NS-Kriegsverbrechern, sagte Kogler.",2.2989430457,2.5122267581,Disco Llama8B,uid_lhapa_1355,r1_pid_lhapa15131
Bei einem positiven Test müssen die Pflegerinnen in Quarantäne.,"Bei einem positiven Test müssen die Pflegerinnen in Quarantäne. Das heißt, sie müssen sich 14 Tage lang nicht aus dem Haus begeben.","Bei einem positiven Test müssen die Pflegerinnen 2 Wochen zuhause bleiben. Das heißt, sie sind in Quarantäne.",1.9864417462,2.0898053862,Llama8B,uid_apa_1660,r1_pid_apa154826
"Am Donnerstag sagte er aber, dass er gegen Fremdenhass ist.","Aber er sagte, dass er gegen Fremdenhass ist.",Aber am Donnerstag sagte er: Fremdenhass ist schlecht.,3.0784931519,2.8085558376,LeoLM Mistral 7B,uid_apa_1409,r1_pid_apa72163
"Gefährlicher blieben aber die Hausherren, die weiter munter nach vorne spielten.",Die Hausherren spielten weiter nach vorne und waren gefährlicher.,Doch die Hausherren spielten weiter nach vorne. Sie waren gefährlicher als die Gäste.,3.5460896083,3.7263591473,Llama8B,uid_lhapa_2330,r1_pid_lhapa183241
Wegen chronischer Probleme mit der Müllentsorgung im eigenen Land ist Italien immer noch stark auf Möglichkeiten im Ausland angewiesen.,Wegen Müll-Problemen in Italien muss Italien immer noch Müll in andere Länder schicken.,Italien hat Probleme mit der Müll-Entsorgung. Deshalb muss Italien viel Müll ins Ausland schicken.,2.502560357,2.2934799529,Disco Llama8B,uid_lhapa_10168,r1_pid_lhapa12657
"Im Regenwald auf Batanta fressen sie - typisch für Warane - Insekten, Spinnen, Eier, kleine Säugetiere und Vögel.","Die Warane auf der Insel Batanta fressen Insekten, Spinnen, Eier, kleine Säugetiere und Vögel.","Die Warane fressen Insekten, Spinnen, Eier, kleine Säugetiere und Vögel.",1.8296150409,1.996704122,Disco Llama8B,uid_lhapa_4797,r1_pid_lhapa37545
Etwa 100 Kinder und Jugendliche sollen sich zum Zeitpunkt der Explosion in dem Seminargebäude aufgehalten haben.,Etwa 100 Kinder und Jugendliche waren zu der Zeit im Gebäude.,Etwa 100 Kinder und Jugendliche waren in dem Gebäude. Sie waren bei einem Seminar.,2.6882807249,2.4165003399,Llama8B,uid_lhapa_4803,r1_pid_lhapa202163
"Der Arzneimittel-Internethandel birgt das Risiko der Gesundheitsgefährdung, wobei der Internethandel die liberalisierteste Form des Handels ist.","Der Internethandel mit Arzneimitteln birgt ein großes Risiko für die Gesundheit. Das liegt daran, dass man dort oft gefährliche Medikamente kaufen kann.","Der Arzneimittel-Internethandel ist sehr liberalisiert, das heißt, dass man sehr leicht Medikamente im Internet kaufen kann. Das birgt aber auch die Gefahr, dass man sich selbst mit Medikamenten gefährdet.",2.4187243454,2.3609231388,Disco Llama8B,uid_lhapa_5005,r1_pid_lhapa38777
"In Zeiten von Corona und schwierigen Rahmenbedingungen hat die Zivilgesellschaft einen unüberhörbaren Aufruf an die Politik gerichtet, beim Klimaschutz endlich zu handeln.","In Zeiten von Corona und schwierigen Bedingungen hat die Zivilgesellschaft die Politik aufgerufen, beim Klima zu helfen.","In Zeiten von Corona hat die Zivilgesellschaft die Politik aufgefordert, beim Klima endlich zu handeln.",2.1950801921,1.9808194284,Llama8B,uid_lhapa_4742,r1_pid_lhapa201875
"An den Volks-, Mittel- und Polytechnischen Schulen sowie den AHS-Unterstufen wird der Unterricht ebenfalls per Distance Learning abgehalten.","Der Unterricht an den Volks-Schulen, Mittel-Schulen und AHS-Unterstufen ist auch ein Distance-Learning.",An Volks- und Mittel-Schulen wird ebenfalls der Unterricht per Video-Unterricht abgehalten.,2.7304443587,3.2214581351,LeoLM Mistral 7B,uid_lhapa_4864,r1_pid_lhapa119753
hat ihre Unterstützung für die Rückzugsankündigung von Prinz Harry und seiner Frau Meghan erklärt.,"Die Queen findet es gut, dass Prinz Harry und seine Frau Meghan sich zurückziehen.",Die Queen hat sich hinter Prinz Harry und seiner Frau Meghan gestellt.,2.1025812568,2.4221076699,LeoLM Mistral 7B,uid_lhapa_4932,r1_pid_lhapa120100
"Am Donnerstag tagt der beratende Ausschuss der FDA, um über eine Notfallzulassung zu entscheiden.","Am Donnerstag soll der FDA-Ausschuss zusammentreten, um darüber zu entscheiden.","Am Donnerstag sollen sie entscheiden, ob die Notfall-Zulassung erfolgen soll.",3.1105130182,3.9431776817,LeoLM Mistral 7B,uid_lhapa_8629,r1_pid_lhapa143231
Ein Mann aus dem Zuschauerraum soll zudem beim Dazwischengehen schwer verletzt worden sein.,Ein Mann aus dem Zuschauerraum wurde dabei schwer verletzt.,Ein Mann im Zuschauerraum wurde dabei schwer verletzt.,2.302201425,2.5820128418,Llama8B,uid_lhapa_4923,r1_pid_lhapa202963
Das Aufsperren der Gastronomie hat im Handel noch nicht den erwünschten Effekt gehabt.,Das Aufsperren von Gastronomie hat im Handel noch nicht geholfen.,Das Aufsperren von Gastronomie hat den Handel nicht gestärkt.,2.4203839605,2.5160244692,Llama8B,uid_lhapa_4939,r1_pid_lhapa203124
"50 Millionen Kleinkinder sind unterernährt (wasted), sprich zu dünn im Vergleich zu ihrer Größe.",50 Millionen Kinder sind zu dünn für ihr Alter.,"50 Millionen Kinder sind unterernährt. Das heißt, sie sind viel zu dünn.",4.5875078783,2.6279563502,Disco Llama8B,uid_lhapa_5029,r1_pid_lhapa38911
"Nachdem er mit seinem Auto vom Tatort geflüchtet war, tötete sich der Mann selbst.",Nach der Tat hat der Mann das Auto genommen und ist davon gefahren. Danach hat er sich selbst umgebracht.,Er flüchtete mit dem Auto. Dann tötete er sich selbst.,3.4799596692,4.8652517342,LeoLM Mistral 7B,uid_lhapa_4749,r1_pid_lhapa119065
Mit ihm haben die Grünen bei der EU-Wahl ein eindrucksvolles politisches Comeback geschafft hatten.,Denn mit ihnen haben die Grünen in der EU einen eindrucksvollen politischen Erfolg errungen.,Dieser Mann hat mit der Partei die Grünen bei der EU-Wahl einen großen Sieg erzielt.,3.8869891397,3.4394689654,LeoLM Mistral 7B,uid_lhapa_481,r1_pid_lhapa119346
Erst im Alter von drei Monaten wird das Jungtier erste Kletterversuche unternehmen.,"Wenn das Jungtier 3 Monate alt wird, wird es zum ersten Mal versuchen, hoch zu klettern.",Im Alter von 3 Monaten macht es erste Kletter-Versuche.,2.8546199423,3.3174269743,LeoLM Mistral 7B,uid_lhapa_4872,r1_pid_lhapa119827
Die Schweiz hat ihren ersten Todesfall durch das neuartige Coronavirus gemeldet.,Die Schweiz hat einen Todesfall durch das Corona-Virus.,In der Schweiz ist jemand am Corona-Virus gestorben.,2.953883003,3.0832703874,LeoLM Mistral 7B,uid_lhapa_7325,r1_pid_lhapa134520
Stück für Stück haben Puppe und Fernando den ganzen Baum abgeräumt.,Stück für Stück haben die beiden den Baum abgeräumt.,Stück für Stück haben sie den ganzen Baum abgeräumt.,2.7768572124,2.1989440437,LeoLM Mistral 7B,uid_lhapa_4853,r1_pid_lhapa119635
Die Pegelstände der Bäche und Flüsse sanken deutlich und auch Regen und Wind ließen nach.,Die Bäche und Flüsse hatten weniger Wasser als zuvor. Außerdem gab es weniger Regen und weniger Wind.,Die Pegelstände der Bäche und Flüsse sanken. Es gab weniger Regen und weniger Wind.,2.662404292,2.2172469802,Disco Llama8B,uid_lhapa_4995,r1_pid_lhapa38764
Die Weltgesundheitsorganisation (WHO) richtet derweil am Dienstag und Mittwoch einen Expertengipfel zum Coronavirus aus.,Die Weltgesundheitsorganisation (WHO) richtet am Dienstag und Mittwoch einen Experten-Gipfel aus.,Am Dienstag und Mittwoch findet ein Experten-Gipfel statt. Diesen veranstaltet die Weltgesundheits-Organisation (WHO). Thema ist der Corona-Virus.,1.8458081498,2.0515777751,Llama8B,uid_lhapa_4867,r1_pid_lhapa202579
Die ÖVP hat am Mittwochvormittag ihren Parteiobmann Sebastian Kurz offiziell zum Spitzenkandidaten für die Nationalratswahl im Herbst nominiert.,Am Mittwoch wurde Sebastian Kurz zum Spitzen-Kandidaten von der Partei ÖVP. Kurz ist der Parteiobmann von der ÖVP. Er wird im Herbst bei der Nationalrats-Wahl kandidieren.,Die ÖVP hat Sebastian Kurz zum Spitzen-Kandidaten für die Nationalrats-Wahl gewählt. Kurz ist der Partei-Obmann der ÖVP.,1.860264064,1.6962619566,Llama8B,uid_lhapa_4941,r1_pid_lhapa203157
"Im Dezember 2019 lag die Teuerungsrate wegen Preiserückgängen bei Benzin und Diesel bei 1,7 Prozent.","Im Dezember 2019 gab es nur eine Teuerung von 1,7 Prozent. Grund dafür waren die günstigeren Benzin- und Diesel-Preise.","Im Dezember 2019 war die Inflation wegen sinkender Benzin- und Diesel-Preise noch 1,7 Prozent.",1.9108417635,2.2531082333,Disco Llama8B,uid_lhapa_4957,r1_pid_lhapa38644
"Die 55-Jährige ist die zweite Afroamerikanerin in der Geschichte, die in den US-Senat gewählt wurde.","Sie ist die zweite Afroamerikanerin in der Geschichte, die in den US-Senat gewählt wurde.","Die Afroamerikanerin kam in den US-Senat. Das ist eine Art Parlament in den USA. Sie ist die zweite Afroamerikanerin in der Geschichte, die in den US-Senat gewählt wurde.",2.0480094493,1.9591673908,Disco Llama8B,uid_lhapa_4891,r1_pid_lhapa38186
"Geburtstag erhielt die langjährige Bewohnerin des Wiener Tiergartens eine Torte mit ihren Lieblingszutaten Bambussprossen, Karotten und Roten Rüben.",Die langjährige Bewohnerin des Tiergartens Schönbrunn bekam zu ihrem Geburtstag eine Karotten-Torte.,"Sie bekam eine spezielle Torte mit Bambussprossen, Karotten und Roten Rüben.",2.0814809599,2.2744783896,LeoLM Mistral 7B,uid_lhapa_8842,r1_pid_lhapa144548
Der 70-jährige Schwiegervater entkam unverletzt und holte Hilfe.,Der Schwiegervater war 70 Jahre alt. Er konnte unverletzt entkommen.,70 Jahre ist der Schwiegervater alt. Er kam unverletzt davon.,2.2967857529,2.6934947691,LeoLM Mistral 7B,uid_lhapa_4994,r1_pid_lhapa120377
Trotz dieses Wachstums werde das Vor-Corona-Niveau damit jedoch noch nicht erreicht sein.,"Trotzdem wird es noch dauern, bis das Niveau vom Vor-Corona-Jahr erreicht wird.","Trotzdem wird es noch nicht so sein, wie vor der Corona-Krise.",2.760409354,3.65119898,Disco Llama8B,uid_lhapa_4946,r1_pid_lhapa38567
"Nur wenig besser wurden der Südsudan, der Jemen, der Irak und Somalia am unteren Ende der Skala bewertet.","Am Ende der Skala stehen der Südsudan, der Jemen, der Irak und Somalia.","Am unteren Ende der Skala liegen der Südsudan, der Jemen, der Irak und Somalia.",2.1662521278,1.8574754269,Disco Llama8B,uid_lhapa_4814,r1_pid_lhapa37721
Die Helfer fanden den Mann dann im Keller des Hauses in einem sehr schlechten Gesundheitszustand.,Den Mann fanden die Helfer dann in einem schlechten Zustand.,Man fand den Mann später in einem sehr schlechten Gesundheitszustand.,3.7161918353,3.4941525534,LeoLM Mistral 7B,uid_lhapa_4986,r1_pid_lhapa120344
"Salzburg hatte noch eine halbe Stunde, um ein Auswärtstor zu erzielen.","Salzburg hatte noch 30 Minuten Zeit, um ein Auswärtstor zu erzielen.","Salzburg hatte noch 30 Minuten, um ein Tor zu schießen.",1.9207232092,2.3690281104,Disco Llama8B,uid_lhapa_4734,r1_pid_lhapa37299
Wenige Nachziehkäufe erwartet der Handelsexperte aber im Bereich Schuhe und Textilien.,Von Schuhen und Textilien wird es wahrscheinlich wenige Nachziehkäufe geben.,"Der Handelsexperte glaubt nicht, dass viele Menschen die nächsten Monate über Schuhe und Kleidung kaufen werden.",3.0621133589,3.3617240455,LeoLM Mistral 7B,uid_lhapa_4937,r1_pid_lhapa120123
"Derzeit ist geplant, die Branche ab Mitte Mai wieder vorsichtig und schrittweise hochzufahren, sagte Köstinger.","Derzeit ist geplant, die Branche ab Mitte Mai wieder aufzunehmen.","Derzeit ist geplant, dass die Branche ab Mitte Mai langsam wieder hochgefahren wird.",3.0044432251,2.5774935202,LeoLM Mistral 7B,uid_lhapa_4848,r1_pid_lhapa119590
Vor allem ältere Personen haben laut der Umfrage in der Krise mehr gespart.,Viele Menschen haben in der Corona-Krise mehr gespart. Vor allem ältere Menschen haben mehr Geld beiseite gelegt.,"Viele Menschen haben mehr Geld gespart, weil sie wegen der Corona-Krise nicht so viel ausgegeben haben. Vor allem ältere Menschen haben mehr Geld gespart.",2.1544573997,2.2291034728,Disco Llama8B,uid_lhapa_4879,r1_pid_lhapa38116
In der Stadt ist ein Streit über den mangelnden Flutschutz entbrannt.,In der Stadt gibt es wegen dem Flutschutz eine Auseinandersetzung.,"Es gibt einen Streit darüber, warum es keinen Flutschutz gibt.",3.3380298235,3.9263922744,LeoLM Mistral 7B,uid_lhapa_4790,r1_pid_lhapa119181
"Facebook kann gezwungen werden, bei einer rechtswidrigen Beleidigung auch wort- und sinngleiche Kommentare zu entfernen.","Facebook muss auch andere wort- und sinngleiche Kommentare entfernen. Das heißt, Facebook muss auch andere Beleidigungen entfernen.","Facebook muss dann auch andere Kommentare entfernen, die ähnlich sind. Das heißt, wenn jemand eine Beleidigung schreibt, dann müssen auch ähnliche Kommentare gelöscht werden.",2.304291508,2.2106604495,Llama8B,uid_lhapa_4769,r1_pid_lhapa201903
Die Feuerwehr im benachbarten Bundesstaat New South Wales genehmigte unterdessen das umstrittene Silvester-Feuerwerk im Hafen von Sydney.,In dem Bundes-Staat New South Wales genehmigte die Feuerwehr das Silvester-Feuerwerk. Das Feuerwerk wird am 31. Dezember in Sydney ausgelöst.,In einem anderen Bundes-Staat von Australien genehmigte die Feuerwehr das Silvester-Feuerwerk. Das Feuerwerk war in Sydney.,2.4725629231,3.0870350549,Llama8B,uid_lhapa_5009,r1_pid_lhapa203516
Der österreichische Ex-Judoka Peter Seisenbacher ist am Donnerstag von der Ukraine ausgeliefert worden.,Am Donnerstag wurde Peter Seisenbacher aus der Ukraine ausgeliefert.,Der Ex-Judoka Peter Seisenbacher ist aus der Ukraine ausgeliefert worden.,2.5264077072,2.3085038649,LeoLM Mistral 7B,uid_lhapa_4779,r1_pid_lhapa119162
"Wie die Outdoor-Bekleidungsmarke The North Face mitteilte, werden die beiden Österreicher und der US-Amerikaner seit Mittwoch vermisst.",Die 3 Personen sind seit Mittwoch verschwunden.,Die beiden Österreicher und der US-Amerikaner verschwanden am Mittwoch.,4.2364833303,2.5472780484,LeoLM Mistral 7B,uid_lhapa_4955,r1_pid_lhapa120209
"Wegen der Corona-Pandemie lief die Gala diesmal weitgehend virtuell ab, die Nominierten wurden von Standorten in aller Welt zugeschaltet.",Die Corona-Pandemie hat die Gala aber beeinflusst. Die Nominierten wurden nicht persönlich in die Galas-Sendung eingeladen. Sie wurden von den verschiedensten Orten auf der Welt zugeschaltet.,Wegen der Corona-Pandemie lief die Gala diesmal nicht in einem großen Theater. Die Nominierten waren von weit her angeschaltet.,2.795300271,3.4449406878,Llama8B,uid_lhapa_4984,r1_pid_lhapa203352
Coronabedingt startete die Schule für die Taferlklassler in Wien mit Schultüte und Maske.,In Wien wurde die Schule für die Taferlklassler mit Schultüte und Maske gestartet.,In Wien starteten die Taferlklassler mit einer Schultüte und einer Maske.,2.1987322101,2.4910787637,Disco Llama8B,uid_lhapa_4936,r1_pid_lhapa38451
"Bemerkenswert ist dabei, dass es in Österreich vergleichsweise geringe Unterschiede in der Lebenszufriedenheit der wohlhabenden und ärmeren Bevölkerungsschicht gibt.","Bemerkenswert ist, dass sich die Zufriedenheit in Österreich nicht so stark unterscheidet. Das heißt, dass die Menschen in Österreich auch wenn sie weniger Geld haben, sehr zufrieden sind.","Auffallend ist, dass es in Österreich nicht so große Unterschiede in der Lebenszufriedenheit gibt. Das heißt, die wohlhabenden Menschen sind nicht viel glücklicher als die ärmeren Menschen.",2.3027440622,2.1241849455,Llama8B,uid_lhapa_474,r1_pid_lhapa201859
"Er habe bei der Landtagswahl versichert, für die komplette Legislaturperiode in Kärnten zu bleiben und dazu stehe er auch.","Er sagte, dass er für die gesamte Wahlperiode im Landtag bleiben will. Und dazu stehe er auch.","Er hat versprochen, dass er für die ganze Legislaturperiode in Kärnten bleibt. Das ist ein Versprechen, das er auch halten will.",3.0542593549,2.7778858069,Disco Llama8B,uid_lhapa_4805,r1_pid_lhapa37628
"Trump versprach, in seiner zweiten Amtszeit die Wirtschaft nach der Corona-Pandemie wieder aufzubauen und für Rekord-Wohlstand zu sorgen.",Trump will in seiner nächsten Amtszeit die Wirtschaft nach der Corona-Pandemie wieder aufbauen.,"Trump versprach, er wird die Wirtschaft nach der Corona-Pandemie wieder aufbauen.",2.6287180656,2.9127023606,LeoLM Mistral 7B,uid_lhapa_4829,r1_pid_lhapa119454
Das Gremium tagt unter Ausschluss der Öffentlichkeit - auch die besprochenen Inhalte sind vertraulich.,"Das Gremium tagt geheim. Die Inhalte, die es bespricht, sind vertraulich.",Das Gremium tagt unter Ausschluss der Öffentlichkeit. Die Inhalte der Sitzungen sind geheim.,2.4462112507,2.0887313227,Disco Llama8B,uid_lhapa_4774,r1_pid_lhapa37438
"Im internationalen Vergleich haben wir hier das Wohnkostenproblem deutlich dämpfen können durch eine Förderpolitik im Wohnbereich, so Pesendorfer.",Durch eine Förder-Politik haben wir das Wohn-Kosten-Problem dämpfen können. Das hat Pesendorfer gesagt.,In Österreich haben wir das Wohn-Kosten-Problem deutlich verringern können. Dafür gibt es eine Förder-Politik für Wohnen. Das sagt Pesendorfer.,2.3749921035,2.5064318048,Llama8B,uid_lhapa_4907,r1_pid_lhapa202945
"Er erschoss seine 19-jährige Ex-Freundin, ihre Eltern, ihren Bruder und ihren neuen Freund.",Er erschoss seine Ex-Freundin und ihre ganze Familie.,"Er erschoss seine Ex-Freundin, ihre Eltern, ihren Bruder und ihren neuen Freund.",2.398928008,1.7060737657,Disco Llama8B,uid_lhapa_5019,r1_pid_lhapa38847
Das Alter und den genauen Wohnort der beiden Unfallopfer hat die Polizei noch nicht bekannt gegeben.,"Die Polizei hat noch nicht gesagt, wie alt die beiden Unfallopfer waren. Sie hat auch noch nicht gesagt, wo die beiden lebten.",Das Alter und den Wohnort der beiden Opfer will die Polizei noch nicht sagen.,1.8525163563,2.6048247537,Llama8B,uid_lhapa_4811,r1_pid_lhapa202259
Die Molkerei Berglandmilch stellt bis Ende des Jahres ihre Milch in der Einweg-Glasflasche auf ein Mehrwegsystem um.,Die Molkerei Berglandmilch wird ab Ende des Jahres keine Einweg-Glas-Flaschen mehr verwenden.,Bis Ende des Jahres will Berglandmilch auf Einweg-Glasflaschen verzichten. Stattdessen will Berglandmilch auf Mehrweg-Flaschen umstellen.,2.4412579919,2.0649989426,Disco Llama8B,uid_lhapa_5146,r1_pid_lhapa39467
Ein angefügter Zusatz zielt explizit auf die Alm- und Weidewirtschaft ab und betont die Eigenverantwortung der Almbesucher.,"Ein weiterer Punkt ist für die Alm- und Weidewirtschaft wichtig. Er soll die Alm-Besucher ermahnen, dass sie sich selbst verantwortlich für ihre Alm-Besuche machen müssen.","Der Zusatz soll die Alm- und Weidewirtschaft fördern. Er betont die Eigenverantwortung der Almbesucher. Das heißt, die Besucher müssen sich selbst um die Natur kümmern.",2.6457669339,2.1017944583,Llama8B,uid_lhapa_4832,r1_pid_lhapa202354
Bereits rund 140 Corona-Fälle in Österreich.,Bisher haben sich in Österreich schon rund 140 Menschen mit dem Corona-Virus angesteckt.,"In Österreich gibt es rund 140 Menschen, die an dem Corona-Virus erkrankt sind.",2.6677628228,2.4846783188,Disco Llama8B,uid_apa_1066,r2_pid_apa4571
Dort hielten sie oft nicht genug Abstand und zündeten Feuerwerke und Rauchbomben.,"Dort zündeten sie öfter Feuerwerke und Rauchbomben. Manchmal waren sie so nah an den Menschen dran, dass man keinen Abstand hielt.",Dort hielten viele nicht die Abstands-Regeln ein. Außerdem zündeten sie Rauch-Bomben und Feuer-Werke.,3.9947832572,2.7156648014,LeoLM Mistral 7B,uid_apa_11,r2_pid_apa621779
Elefantengehege im Wiener Tiergarten Schönbrunn wird ausgebaut.,Die Elefanten im Tiergarten Schönbrunn haben bald wieder mehr Platz. Das Elefanten-Gehege wird nämlich ausgebaut.,Es wird ein größeres Elefantengehege in Wien. Der Tiergarten Schönbrunn in Wien baut ein neues Elefantengehege aus.,2.3042323265,2.9892098304,Llama8B,uid_apa_1096,r2_pid_apa1272241
Danach kann er seine Entscheidung zurücknehmen.,Später kann er die Entscheidung aber auch rückgängig machen.,Er kann also noch seine Meinung ändern und entscheidet das noch mal neu.,3.5252966873,9.482129865,Disco Llama8B,uid_apa_1055,r2_pid_apa4032
"Außerdem gibt es eine Empfehlung, dass die Betriebe eine Corona-Prämie von 150 Euro an die Arbeitnehmer zahlen sollen.","Dafür gibt es eine Empfehlung, dass Betriebe den Arbeitnehmern extra ein Corona-Prämie zahlen sollen. Das soll 150 Euro betragen.",Die Corona-Prämie soll 150 Euro sein. Die Arbeitnehmer sollen diese Prämie von ihren Arbeitgebern bekommen.,3.4221981925,2.5270084904,Llama8B,uid_apa_1019,r2_pid_apa1267462
"Österreich will sich aber nicht beteiligen, sagte Innen-Minister Wolfgang Peschorn.",Österreich beteiligt sich aber nicht. Das sagte Innen-Minister Peschorn.,"Österreich wird aber nichts dazu tun, sagt Innen-Minister Wolfgang Peschorn.",2.3769458384,3.538132074,Disco Llama8B,uid_apa_1031,r2_pid_apa2408
Das ist das vorläufige Ergebnis der Nationalrats-Wahl.,Das ist das vorläufige Ergebnis. Das endgültige Ergebnis steht noch nicht fest.,"Die Nationalrats-Wahl ist vorbei. Das ist nur das vorläufige Ergebnis. Das heißt, das ist erst eine Zwischen-Zählung.",2.7822087106,3.0181206642,Llama8B,uid_apa_1012,r2_pid_apa1267085
Covid-19 breitete sich schnell auf der ganzen Welt aus.,Covid-19 ist sehr ansteckend und verbreitete sich schnell auf der ganzen Welt.,Schon nach ein paar Wochen war Covid-19 auf der ganzen Welt verteilt.,2.9794396746,3.2724937175,Disco Llama8B,uid_apa_1016,r2_pid_apa1441
In Österreich haben am Montag die Schulen nach 9 Wochen wieder geöffnet.,Schulen in Österreich haben nach einer 9-wöchigen Pause wieder geöffnet. Das gab es am Montag.,Am Montag öffneten in Österreich die Schulen wieder. Insgesamt dauerte der Lockdown für die Schulen 9 Wochen.,3.1384441911,2.9122835477,Llama8B,uid_apa_1102,r2_pid_apa1273075
In der Woche nach Ostern gibt es auch keinen Unterricht in den Schulen.,Auch nach Ostern findet kein Unterricht in den Schulen statt.,Die Woche nach Ostern wird es auch keine Schulstunden geben.,3.8418857874,5.4023107248,Disco Llama8B,uid_apa_1018,r2_pid_apa1494
Er hatte bei der Wahl im August 80 Prozent der Stimmen bekommen.,Bei der Wahl im August bekam er 80 Prozent der Stimmen.,"Im August ist er bei einer Wahl mit 80 Prozent gewählt worden. Das heißt, die meisten Menschen haben für ihn gestimmt.",2.8543732297,3.2446279662,Llama8B,uid_apa_1090,r2_pid_apa1271783
US-Präsident Donald Trump hat schon jetzt den Wahlkampf dafür begonnen.,Donald Trump hat jetzt schon mit seinem Wahlkampf für die US-Wahl angefangen.,"Der Präsident von den USA, Donald Trump, macht schon Werbung für die nächste Wahl.",4.2589352752,3.4604101719,LeoLM Mistral 7B,uid_apa_1100,r2_pid_apa621886
